ID_OBRA,PROYECTO,TRAMO,PK_INICIAL,PK_FINAL,ESTADO,MUNICIPIO,LOCALIDAD,LAT_INI,LON_INI,LAT_FIN,LON_FIN,ENTE_RESPONSABLE,TIPO_ACTIVO,TIPO_OBRA,DESCRIPCION,MONTO_MDP,CRITICIDAD,RIESGO,RESPONSABLE,FECHA,OBSERVACIONES,UTM_INI_ESTE,UTM_INI_NORTE,UTM_FIN_ESTE,UTM_FIN_NORTE,ZONA_UTM,OBS_COORDENADAS,ESTATUS
QI-T02-CMEM-00-V03-CTL-OI__EMT-0044-A00,Media Tension,Tramo II,88+770,88+770,Guanajuato,Salamanca,Salamanca,20.59831,-101.182873,20.59831,-101.182873,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",272493.5,2279217.76,272493.5,2279217.76,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0045-A00,Media Tension,Tramo II,88+800,88+800,Guanajuato,Salamanca,Salamanca,20.598146,-101.182302,20.598146,-101.182302,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",272552.78,2279198.8,272552.78,2279198.8,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__RDR-0008-A00,Drenaje,Tramo II,88+800,88+800,Guanajuato,Salamanca,Salamanca,20.598289,-101.182754,20.598289,-101.182754,Municipio,Drenaje,Proteccion / reubicacion por definir con operador,Interferencia detectada entre linea de dreaje existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,13/02/2026,"Se realiza recorrido para identificacion de su infraestructura, en proceso calas para revision tecnica",272505.87,2279215.27,272505.87,2279215.27,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0040-A00,Telecomunicaciones,Tramo II,89+100,101+200,Guanajuato,Salamanca,Salamanca,20.599141,-101.185384,20.651899,-101.285576,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",272232.93,2279313.28,261868.66,2285298.89,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EAT-0013-A00,Alta Tension,Tramo II,89+400,89+400,Guanajuato,Salamanca,Salamanca,20.599911,-101.18822,20.599911,-101.18822,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,271938.39,2279402.52,271938.39,2279402.52,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__SVD-0009-A00,Servicios municipales,Tramo II,89+700,89+700,Guanajuato,Salamanca,Salamanca,20.60061,-101.192646,20.60061,-101.192646,Municipio,Servicios municipales,Reubicacion,Interferencia detectada entre Camara de videovigilancia existente y el trazo ferroviario.,,SI,MEDIO,Ing. Luis Hernandez,,,271477.97,2279486.13,271477.97,2279486.13,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EAT-0014-A00,Alta Tension,Tramo II,89+760,89+760,Guanajuato,Salamanca,Salamanca,20.600326,-101.191274,20.600326,-101.191274,CFE,Linea electrica Alta Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de alta tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,25/02/2026,Se entrega oficio a CFE para revision tecnica de la interferencia.,271620.6,2279452.75,271620.6,2279452.75,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0046-A00,Media Tension,Tramo II,90+100,90+100,Guanajuato,Salamanca,Salamanca,20.600993,-101.194936,20.600993,-101.194936,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",271239.79,2279531.76,271239.79,2279531.76,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0041-A00,Telecomunicaciones,Tramo II,90+440,90+440,Guanajuato,Salamanca,Salamanca,20.640787,-101.199195,20.640787,-101.199195,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",270855.34,2283944.12,270855.34,2283944.12,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0042-A00,Telecomunicaciones,Tramo II,90+450,90+450,Guanajuato,Salamanca,Salamanca,20.646484,-101.199234,20.646484,-101.199234,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",270859.81,2284575.01,270859.81,2284575.01,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0047-A00,Media Tension,Tramo II,90+570,90+570,Guanajuato,Salamanca,Salamanca,20.645228,-101.273734,20.645228,-101.273734,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",263092.61,2284542.86,263092.61,2284542.86,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0048-A00,Media Tension,Tramo II,91+760,91+760,Guanajuato,Salamanca,Salamanca,20.604892,-101.210395,20.604892,-101.210395,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",269633.88,2279985.3,269633.88,2279985.3,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0043-A00,Telecomunicaciones,Tramo II,93+250,93+250,Guanajuato,Salamanca,Salamanca,20.612235,-101.221752,20.612235,-101.221752,MEGACABLE,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Megacable y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,,,268460.92,2280814.53,268460.92,2280814.53,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0049-A00,Media Tension,Tramo II,93+670,93+670,Guanajuato,Salamanca,Salamanca,20.614432,-101.225216,20.614432,-101.225216,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",268103.11,2281062.74,268103.11,2281062.74,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__GAS-0015-A00,Gasoducto,Tramo II,94+950,94+950,Guanajuato,Salamanca,Salamanca,20.620959,-101.235414,20.620959,-101.235414,GNP,Gasoducto,Proteccion por definir con Gas Natural Potosino,Interferencia detectada entre linea de gasoducto existente y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,ALTO,Ing. Luis Hernandez,02/03/2026,Se envia carta de responsabilidad civil solicitada por el operador para programacion de cala de exploracion,267049.87,2281800.06,267049.87,2281800.06,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0050-A00,Media Tension,Tramo II,96+410,96+410,Guanajuato,Salamanca,Salamanca,20.628412,-101.247002,20.628412,-101.247002,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",265853.24,2282642,265853.24,2282642,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0051-A00,Media Tension,Tramo II,97+120,97+120,Guanajuato,Salamanca,Salamanca,20.632017,-101.252599,20.632017,-101.252599,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",265275.31,2283049.27,265275.31,2283049.27,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0052-A00,Media Tension,Tramo II,99+000,99+000,Guanajuato,Irapuato,Irapuato,20.641404,-101.267602,20.641404,-101.267602,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",263725.87,2284110.47,263725.87,2284110.47,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__HCA-0003-A00,Hidrocarburo,Tramo II,99+420,99+420,Guanajuato,Irapuato,Irapuato,20.643918,,20.643918,,PEMEX,Hidrocarburo,Proteccion por definir con PEMEX,Interferencia detectada entre linea de hidrocarburo de PEMEX y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,25/11/2026,Se envia oficio a PEMEX para revision tecnica de la interferencia,,,,,,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__HCA-0004-A00,Hidrocarburo,Tramo II,99+640,99+640,Guanajuato,Irapuato,Irapuato,20.644627,-101.273136,20.644627,-101.273136,PEMEX,Hidrocarburo,Proteccion por definir con PEMEX,Interferencia detectada entre linea de hidrocarburo de PEMEX y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,MEDIO,Ing. Luis Hernandez,25/11/2026,Se envia oficio a PEMEX para revision tecnica de la interferencia,263154.01,2284475.43,263154.01,2284475.43,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0053-A00,Media Tension,Tramo II,99+750,99+750,Guanajuato,Irapuato,Irapuato,20.645228,-101.273734,20.645228,-101.273734,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",263092.61,2284542.86,263092.61,2284542.86,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0054-A00,Media Tension,Tramo II,101+320,101+320,Guanajuato,Irapuato,Irapuato,20.652328,-101.286702,20.652328,-101.286702,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",261751.97,2285348.05,261751.97,2285348.05,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0055-A00,Media Tension,Tramo II,101+600,101+600,Guanajuato,Irapuato,Irapuato,20.652754,-101.289235,20.652754,-101.289235,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",261488.61,2285398.94,261488.61,2285398.94,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0056-A00,Media Tension,Tramo II,102+270,102+270,Guanajuato,Irapuato,Irapuato,20.651098,-101.295463,20.651098,-101.295463,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",260836.88,2285224.73,260836.88,2285224.73,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0057-A00,Media Tension,Tramo II,102+310,102+310,Guanajuato,Irapuato,Irapuato,20.650931,-101.295716,20.650931,-101.295716,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",260810.24,2285206.61,260810.24,2285206.61,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0058-A00,Media Tension,Tramo II,103+560,104+040,Guanajuato,Irapuato,Irapuato,20.648098,-101.306445,20.650542,-101.310561,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",259687.48,2284908.74,259262.3,2285185.48,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLA-0044-A00,Telecomunicaciones,Tramo II,104+450,104+450,Guanajuato,Salamanca,Salamanca,20.652816,-101.314005,20.652816,-101.314005,Telmex,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Telmex y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,20/02/2026,"Se reunen SE, Telmex, MEM, para identificacion de su Infraestructura",258906.91,2285442.41,258906.91,2285442.41,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__TLS-0045-A00,Telecomunicaciones,Tramo II,104+500,107+000,Guanajuato,Salamanca,Salamanca,20.653126,-101.314497,20.665984,-101.33519,Bestel,Telecomunicaciones,Reubicacion por definir con operador.,Interferencia detectada entre linea de fibra optica de Bestel y trazo ferroviario,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,29/01/2026,"Se reunen SE, Bestel y MEM, para identificacion de su Infraestructura",258856.12,2285477.47,256719.74,2286932.22,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0059-A00,Media Tension,Tramo II,105+490,105+490,Guanajuato,Irapuato,Irapuato,20.658135,-101.322839,20.658135,-101.322839,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",257994.56,2286044.57,257994.56,2286044.57,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0060-A00,Media Tension,Tramo II,105+860,105+860,Guanajuato,Irapuato,Irapuato,20.659666,-101.325219,20.659666,-101.325219,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",257748.92,2286217.66,257748.92,2286217.66,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0061-A00,Media Tension,Tramo II,106+360,106+360,Guanajuato,Irapuato,Irapuato,20.661937,-101.329625,20.661937,-101.329625,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",257293.31,2286475.73,257293.31,2286475.73,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0062-A00,Media Tension,Tramo II,106+880,106+880,Guanajuato,Irapuato,Irapuato,20.664816,-101.333879,20.664816,-101.333879,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",SI,MEDIO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",256854.51,2286800.91,256854.51,2286800.91,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__EMT-0063-A00,Media Tension,Tramo II,107+220,107+220,Guanajuato,Irapuato,Irapuato,20.66671,-101.335794,20.66671,-101.335794,CFE,Media Tension,Proteccion / reubicacion por definir con CFE.,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",256657.94,2287013.52,256657.94,2287013.52,14,,CONCLUIDA
QI-T02-CMEM-00-V03-CTL-OI__INAH-0063-A00,Inah,Tramo II,107+620,107+220,Guanajuato,Irapuato,Irapuato,20.66671,-101.335794,20.66671,-101.335794,INAH,Inah,Proteccion / reubicacion por definir con INAH,Interferencia detectada entre linea de media tension existente y el trazo ferroviario.,"Por definir, sujeto a ingenieria y autorizacion del operador.",NO,BAJO,Ing. Luis Hernandez,04/02/2026,"Se realiza recorrido CFE, SE y MEM, para revision tecnica de la interferencia",256657.94,2287013.52,256657.94,2287013.52,14,,CONCLUIDA
